,Date,Drill Running Load,Total Weekly Running Load,Running 7 Day Load,Running 28 Day Load
70,2021-10-22,95.38461538461539,399.53846153846155,1331.1538461538462,1144.1538461538462
71,2021-11-22,40.5,40.5,981.6,1170.4
72,2022-01-23,26.210526315789473,262.05263157894734,688.4736842105264,992.3157894736842
73,2022-02-24,44.93333333333333,209.13333333333333,1116.4666666666667,1126.5
74,2022-03-24,30.870967741935484,233.2258064516129,1446.1612903225807,1167.1935483870968
75,2022-05-24,74.0,74.0,853.0,1498.0
76,2021-11-24,38.09090909090909,74.9090909090909,1024.3636363636363,1143.909090909091
77,2022-01-25,29.272727272727273,29.272727272727273,634.6363636363636,946.4545454545455
78,2022-02-25,37.3125,264.125,1259.0625,1182.625
79,2022-03-25,49.285714285714285,306.85714285714283,1276.3809523809523,1183.3333333333333
80,2022-04-25,39.25,39.25,1086.5,1187.25
81,2021-10-25,86.14814814814815,119.03703703703704,1263.148148148148,1172.4444444444443
82,2021-11-25,51.90909090909091,126.81818181818181,995.2727272727273,1130.3636363636363
83,2022-04-26,31.3125,38.4375,1376.75,1456.4375
84,2021-10-26,33.7,213.9,1290.9,1167.8
85,2021-11-26,24.235294117647058,171.88235294117646,811.8823529411765,1084.0
86,2022-01-27,44.666666666666664,74.88888888888889,709.0,962.3333333333334
87,2022-04-27,55.6,91.86666666666666,1345.0,1492.9333333333334
88,2021-11-27,17.74074074074074,214.11111111111111,657.3703703703703,980.5555555555555
89,2022-01-28,29.636363636363637,110.77272727272727,637.6818181818181,922.4545454545455
90,2022-03-28,65.1842105263158,106.73684210526316,1300.157894736842,1159.157894736842
91,2022-04-28,28.0,92.83333333333333,881.1666666666666,1117.5
92,2021-10-28,37.55,259.1,1186.45,1149.4
93,2022-01-29,18.545454545454547,143.63636363636363,596.7727272727273,874.7727272727273
94,2022-03-29,34.529411764705884,163.7058823529412,1245.7058823529412,1187.5294117647059
95,2022-04-29,33.1,138.45,1122.15,1413.2
96,2021-10-29,46.4,335.4,1215.0,1167.2
97,2021-11-29,12.4,12.4,568.8,848.8
98,2022-03-01,50.270270270270274,67.48648648648648,1245.6756756756756,1151.6486486486488
99,2022-03-10,18.058823529411764,114.0,1158.1764705882354,1189.1176470588234
100,2022-03-11,55.484848484848484,194.15151515151516,993.4242424242424,1181.6666666666667
101,2022-03-12,56.175,346.4,950.9,1181.85
102,2022-03-03,62.027027027027025,190.32432432432432,1139.4054054054054,1116.6486486486488
103,2022-03-04,45.625,284.375,1311.625,1163.5
104,2022-03-07,35.2,43.6,1234.05,1180.1
105,2022-03-08,55.77777777777778,113.38888888888889,1198.2777777777778,1209.9444444444443
106,2022-01-30,31.52173913043478,186.2173913043478,601.695652173913,863.4347826086956
107,2022-04-30,32.53846153846154,213.94230769230768,823.5961538461538,1377.0
108,2021-11-30,38.0,50.4,608.5,851.9
109,2021-12-30,60.72727272727273,60.72727272727273,2091.4545454545455,1548.909090909091
110,2022-03-31,38.55172413793103,225.82758620689654,1278.3793103448277,1152.0
111,2021-12-31,36.30769230769231,87.6923076923077,1430.2307692307693,1341.2307692307693
112,2022-04-01,33.06896551724138,275.2413793103448,1431.6206896551723,1210.8275862068965
113,2022-04-11,71.97222222222223,131.13888888888889,1502.1944444444443,1478.888888888889
114,2022-04-12,45.0,212.83333333333334,1449.0555555555557,1498.1666666666667
115,2022-04-04,47.470588235294116,50.35294117647059,1650.235294117647,1482.4705882352941
116,2022-04-05,32.74285714285714,94.88571428571429,1765.5142857142857,1518.4571428571428
117,2022-04-07,37.17142857142857,162.05714285714285,1882.7142857142858,1520.7142857142858
118,2022-04-08,47.2,235.45,1796.3,1525.3
119,2022-05-01,30.2,341.6,655.22,1244.84
120,2022-05-10,50.8235294117647,147.0,1721.1764705882354,1103.0588235294117
121,2022-05-12,48.05555555555556,186.88888888888889,1641.9444444444443,1111.6666666666667
122,2022-05-05,48.5,48.5,886.0,1059.4444444444443
123,2022-05-06,52.111111111111114,100.61111111111111,1064.9444444444443,1114.1666666666667
124,2022-05-09,49.54545454545455,70.6969696969697,1725.8181818181818,1054.939393939394
